"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072175","GO:0072175","epithelial tube formation","64/5862","168/28905",0.380952380952381,1.87844226738802,5.75943024270654,7.62731672331027e-08,6.07542208307239e-07,2.42154388414632e-07,"102774/105278/105450/11350/11352/11535/12159/12162/12367/12370/12614/12631/12808/12850/13645/13800/14183/14275/14312/14362/14365/16371/16372/16911/18121/18643/18749/19143/19335/19401/19411/19878/20319/20460/20481/20681/20732/21677/22034/22323/22420/231214/232906/23967/240641/24069/24136/244058/252973/269593/27428/330409/50768/56334/57265/58234/67661/68588/69718/70300/71461/73916/81896/93840",64
"GO:0006090","GO:0006090","pyruvate metabolic process","55/5862","137/28905",0.401459854014599,1.97956279090617,5.79655685393643,7.95597337754825e-08,6.32156106887661e-07,2.51965004822418e-07,"105787/108079/109264/110119/11676/11820/12833/13382/13806/13808/14555/15277/16000/16548/16828/16889/17436/17869/18563/18597/18604/18605/18639/18640/18641/18648/18655/19017/208727/209692/21428/216805/21991/22040/228026/235339/235344/236900/27273/27402/433182/54403/55951/56312/56421/56490/58805/67432/68263/68636/70266/70456/72141/74246/80879",55
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","55/5862","137/28905",0.401459854014599,1.97956279090617,5.79655685393643,7.95597337754825e-08,6.32156106887661e-07,2.51965004822418e-07,"107746/11816/11820/12006/12389/12558/13132/13653/13726/140577/14362/14632/14634/14734/14797/16348/17242/18121/19273/20319/20439/20583/207181/21885/21983/22411/22419/228357/229473/23805/241639/260305/26564/26941/50523/50722/50781/50873/59036/621976/629378/67087/68339/68588/69601/70122/70300/71890/72293/74025/74775/83675/84035/93960/97064",55
"GO:0002691","GO:0002691","regulation of cellular extravasation","27/5862","49/28905",0.551020408163265,2.7170325653291,6.0672358693207,8.0078578235658e-08,6.35494117786307e-07,2.53295470387823e-07,"109934/114774/11501/12333/14082/14345/14348/14537/14723/15894/171486/17242/18613/18795/18829/19204/193385/20296/20300/20339/20344/20443/21838/54371/56838/71785/84094",27
"GO:0006814","GO:0006814","sodium ion transport","86/5862","248/28905",0.346774193548387,1.7099126688018,5.66301584095189,8.25093531444712e-08,6.5397807492342e-07,2.60662812565564e-07,"100503085/102857/103098/105722/110891/110895/110935/114304/114479/11555/11603/11651/11735/11928/11931/11936/12238/12291/12805/12892/13400/13614/13617/13618/14168/14825/15168/16525/16535/170756/17178/17999/18301/18764/18795/20266/20271/20272/20273/20277/20278/20393/20515/20520/20531/20537/20541/20544/21366/215748/216225/218756/226999/230612/233979/236727/23797/23967/246198/252972/269356/26941/269823/329954/330064/338370/381290/53416/54403/56774/57816/59033/67149/67760/69847/72961/75607/75750/76257/76501/76560/77031/80297/80884/83997/94249",86
"GO:0030326","GO:0030326","embryonic limb morphogenesis","57/5862","144/28905",0.395833333333333,1.95181891845786,5.77518577455157,8.33129504543955e-08,6.57916747392012e-07,2.62232690032111e-07,"110350/12125/12159/12162/12288/12393/12904/14013/140810/14119/14182/14451/14563/14609/14633/14634/14673/14682/14734/16917/16973/18109/18121/18514/18933/19335/19411/20319/20481/213081/21385/21386/216560/218772/22061/228357/230857/231470/232174/234740/23967/242022/244585/252973/26564/27078/53614/544696/56758/58250/65964/66910/69605/70300/73692/81896/98711",57
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","57/5862","144/28905",0.395833333333333,1.95181891845786,5.77518577455157,8.33129504543955e-08,6.57916747392012e-07,2.62232690032111e-07,"110350/12125/12159/12162/12288/12393/12904/14013/140810/14119/14182/14451/14563/14609/14633/14634/14673/14682/14734/16917/16973/18109/18121/18514/18933/19335/19411/20319/20481/213081/21385/21386/216560/218772/22061/228357/230857/231470/232174/234740/23967/242022/244585/252973/26564/27078/53614/544696/56758/58250/65964/66910/69605/70300/73692/81896/98711",57
"GO:0051963","GO:0051963","regulation of synapse assembly","57/5862","144/28905",0.395833333333333,1.95181891845786,5.77518577455157,8.33129504543955e-08,6.57916747392012e-07,2.62232690032111e-07,"105827/11603/11820/12064/13385/13631/13640/13643/13841/13844/13845/14362/14735/15898/17260/18208/18212/18213/18223/18430/18750/19229/19249/19280/19329/19876/20351/20354/20563/208643/211323/216856/217692/21983/225875/230775/233067/24088/241638/243725/245450/26364/27083/319387/320844/330814/399558/442801/56013/58235/65945/69137/70237/70620/71228/71436/73728",57
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","67/5862","179/28905",0.374301675977654,1.84564823339032,5.72415064522068,8.4448481001609e-08,6.66066695743083e-07,2.65481099330394e-07,"110557/11486/117149/12043/12053/12144/12151/12182/12479/12494/12509/12520/12575/13136/13137/13641/13844/14082/14256/14732/14972/14997/15006/15007/15013/15015/15018/15040/15289/16000/16002/16008/16168/16193/16195/16196/16453/17260/17311/17974/18019/18761/19116/19260/192656/20440/20850/20851/20963/21333/21898/21950/22034/22042/22329/237877/242122/333883/384783/50723/54219/56708/57257/67245/78317/83430/83945",67
"GO:0140013","GO:0140013","meiotic nuclear division","77/5862","215/28905",0.358139534883721,1.7659541548642,5.68576758940733,8.46094815254934e-08,6.66519734514169e-07,2.65661671684117e-07,"104271/105988/107995/114642/11799/11920/12125/12190/12316/12442/12448/13874/14087/14211/14609/14748/14841/15512/16319/16878/17864/18795/18817/19361/19362/19366/193838/20112/20437/20729/20878/20892/20962/211651/213389/214901/215387/21973/21974/22137/22210/229841/230103/232174/234396/235559/237911/268465/381678/50878/54611/57746/60530/60611/623474/64383/66197/66713/66977/67052/67077/67121/67141/68107/68166/68549/69716/69928/71709/71846/72415/72634/72787/74386/76464/76915/78658",77
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","59/5862","151/28905",0.390728476821192,1.9266473255743,5.75819260588093,8.57692936323739e-08,6.74830285841025e-07,2.68974094173331e-07,"101631/104263/105171/108097/11555/11647/11770/12389/12491/12683/12767/12896/13819/14081/14245/14609/14705/14747/14748/15107/16001/16168/16182/16190/16775/16819/170439/170826/17150/18162/18430/18559/18618/19017/19116/19317/19664/20249/20963/216190/216805/216820/217166/21833/21898/22227/22368/22724/26381/26399/53422/54635/66082/67092/67299/68465/72542/94187/94282",59
"GO:0051650","GO:0051650","establishment of vesicle localization","72/5862","197/28905",0.365482233502538,1.80216034790018,5.69803622612863,8.68707561489316e-08,6.82662010469504e-07,2.72095665747634e-07,"100502766/107338/107371/108012/110380/11776/11777/11891/12560/12752/12934/14183/15114/16553/16572/16574/16886/17281/17756/17918/17919/18457/19324/19326/19329/19339/20528/20615/208943/20910/210998/212733/214459/21754/22088/22249/229521/233489/245049/27060/27419/27681/30931/319613/320405/360213/381269/50873/50907/52906/55946/56418/59005/60595/66196/66251/66397/66682/66725/67091/67511/67774/68428/68861/73689/75914/76205/76707/77038/77097/83431/89867",72
"GO:0031644","GO:0031644","regulation of nervous system process","63/5862","165/28905",0.381818181818182,1.88271145435936,5.73521527145885,8.70971816953766e-08,6.83606660233468e-07,2.72472184584894e-07,"103199/108100/110355/110891/114774/11539/11555/11606/11820/12297/13032/13138/13385/13400/13654/13666/14245/14265/14466/14739/16000/16193/16398/18133/19085/19229/19317/19699/19736/19878/20788/21333/216856/21926/22041/22249/224617/224997/225908/228836/230822/231637/235086/239102/23945/23966/26556/26558/268860/380785/50873/54140/56318/56320/56508/58234/66725/67374/68073/72948/72962/93742/94185",63
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","113/5862","351/28905",0.321937321937322,1.58744426656402,5.58494784118113,8.89955619562802e-08,6.96807100669853e-07,2.77733620806063e-07,"100604/106052/107589/107723/107765/110957/114230/11651/11826/11830/11852/11920/11928/12021/12144/12189/12190/12192/12362/12367/12371/12389/12444/12530/12575/12752/12753/12798/12914/12925/12955/13138/13197/13205/13603/13605/13617/13653/13712/14375/14609/14672/14718/14756/15270/15586/15587/15950/171543/17246/17380/17390/17999/18483/18706/18764/18810/19094/19225/19247/19326/193385/19361/19362/19367/19893/20272/20277/20278/20289/20319/20469/20528/20544/20583/20597/20708/20719/207728/20877/210766/216001/21857/22040/22059/22411/22590/22601/226594/228140/234839/244646/26415/26447/268564/26903/269356/27015/29810/52033/53416/56384/57741/60530/63873/65964/66972/67967/69076/73181/76867/77065/93759",113
"GO:0104004","GO:0104004","cellular response to environmental stimulus","113/5862","351/28905",0.321937321937322,1.58744426656402,5.58494784118113,8.89955619562802e-08,6.96807100669853e-07,2.77733620806063e-07,"100604/106052/107589/107723/107765/110957/114230/11651/11826/11830/11852/11920/11928/12021/12144/12189/12190/12192/12362/12367/12371/12389/12444/12530/12575/12752/12753/12798/12914/12925/12955/13138/13197/13205/13603/13605/13617/13653/13712/14375/14609/14672/14718/14756/15270/15586/15587/15950/171543/17246/17380/17390/17999/18483/18706/18764/18810/19094/19225/19247/19326/193385/19361/19362/19367/19893/20272/20277/20278/20289/20319/20469/20528/20544/20583/20597/20708/20719/207728/20877/210766/216001/21857/22040/22059/22411/22590/22601/226594/228140/234839/244646/26415/26447/268564/26903/269356/27015/29810/52033/53416/56384/57741/60530/63873/65964/66972/67967/69076/73181/76867/77065/93759",113
"GO:0019218","GO:0019218","regulation of steroid metabolic process","51/5862","124/28905",0.411290322580645,2.02803595602074,5.78626845328004,9.30926506408253e-08,7.28000363942104e-07,2.90166642721355e-07,"105387/110196/11307/11816/11886/11928/12161/12724/13132/13360/13653/13850/14164/14186/14263/14419/14815/16000/16001/16002/16531/16590/18033/19017/19130/192663/19302/19317/19883/20583/20613/20655/20787/20788/20845/20850/20851/217166/21926/226144/231070/235623/50722/50781/53975/56424/67800/67815/69863/76483/93759",51
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","66/5862","176/28905",0.375,1.84909160696008,5.69879452884018,9.6797031959462e-08,7.56050603994051e-07,3.01346917329087e-07,"110557/11486/117149/12043/12053/12144/12151/12182/12479/12494/12509/12520/12575/13136/13137/13641/13844/14082/14256/14732/14972/14997/15006/15007/15013/15015/15018/15040/15289/16000/16002/16008/16168/16193/16195/16196/16453/17260/17311/17974/18019/18761/19116/19260/192656/20850/20851/20963/21333/21898/21950/22034/22042/22329/237877/242122/333883/384783/50723/54219/56708/57257/67245/78317/83430/83945",66
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","103/5862","313/28905",0.329073482428115,1.62263203848254,5.58616470921298,9.72963933504169e-08,7.58543625454211e-07,3.02340586705033e-07,"101540/106957/107746/108655/108960/109880/109905/110557/11350/114643/114774/11486/117149/12043/12231/12266/12297/12298/12475/12488/12494/12520/13057/13667/13709/14063/14360/14747/14756/14972/15006/15007/15013/15015/15018/15289/16179/16534/16590/16803/16818/16889/17002/17087/17260/18019/18033/18124/18578/18703/18754/18755/19122/19260/192656/209354/20963/216190/21682/217166/217715/21838/21898/21899/21929/22034/22038/224045/224938/226421/226422/230738/234779/23880/238871/23961/240754/24088/242122/242594/243910/257632/268749/27419/329260/378460/50723/52065/53791/57257/66166/66271/66873/67245/68119/69601/69727/70110/72993/74015/76438/80859/94185",103
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","29/5862","55/28905",0.527272727272727,2.59993486554387,5.99022465088762,9.7469791524337e-08,7.58543625454211e-07,3.02340586705033e-07,"105450/105844/11350/114715/11651/13642/13655/13846/14756/15370/16412/16542/16600/18709/19225/19876/20563/20807/21814/21825/23797/23938/23991/240185/243362/338366/54485/56233/80837",29
"GO:0030834","GO:0030834","regulation of actin filament depolymerization","29/5862","55/28905",0.527272727272727,2.59993486554387,5.99022465088762,9.7469791524337e-08,7.58543625454211e-07,3.02340586705033e-07,"110380/11518/11567/12332/12345/12631/12632/13829/13860/14063/14248/18706/20259/20356/20401/20740/20741/20742/213556/22003/22351/225115/227753/50874/50875/50876/56431/65970/93689",29
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","64/5862","169/28905",0.378698224852071,1.86732722438572,5.70355383085771,9.86124049993872e-08,7.65584364989211e-07,3.05146887160824e-07,"105722/109676/11350/11555/116873/11838/11931/12159/12288/12289/12314/12389/13167/13614/13617/13844/14061/14065/14168/14380/14381/14419/14467/15114/15512/15945/16511/16518/16535/16819/17992/18669/18671/18764/18795/192176/19699/20266/20312/20544/20866/214917/215748/217154/21838/22063/234779/23796/238161/26941/432442/57440/57816/58234/59091/65973/68073/68312/69179/69847/75607/76560/77574/94045",64
"GO:0097530","GO:0097530","granulocyte migration","64/5862","169/28905",0.378698224852071,1.86732722438572,5.70355383085771,9.86124049993872e-08,7.65584364989211e-07,3.05146887160824e-07,"104099/107338/109700/114774/11501/117149/12182/12215/12261/13052/13143/13479/13482/13614/13617/13731/14345/14385/14747/14825/15945/16172/16803/170758/171486/17242/17524/18578/18613/18750/18829/19261/193385/20201/20296/20297/20300/20305/20306/20308/20309/20310/20311/20312/20563/20750/20963/215999/21825/227541/238871/24088/257632/26903/277360/330122/56069/57257/63873/66166/67767/68585/71660/83430",64
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","38/5862","82/28905",0.463414634146341,2.28505629477994,5.87748947465984,9.87479580717017e-08,7.65713082107798e-07,3.05198191275507e-07,"100689/110355/11504/11606/12389/12575/12576/12797/13433/13614/14183/14673/14678/14739/16000/16011/17246/17260/17390/18124/18214/18569/18591/18605/19016/19017/19091/19737/20656/21752/21859/21926/22003/29811/30878/58859/60611/67811",38
"GO:0009261","GO:0009261","ribonucleotide catabolic process","60/5862","155/28905",0.387096774193548,1.90873972331363,5.72161733482389,9.90213287335874e-08,7.669088709138e-07,3.05674809201029e-07,"102954/105787/108079/110119/110446/110959/11486/11666/11676/11717/11820/12495/12499/12833/13806/13808/14544/14555/15254/15277/16000/16548/16889/17869/18585/18605/18639/18640/18641/18648/18655/19017/207728/208727/209692/21428/216805/21991/22040/22436/228859/235344/23959/242202/433182/50773/54403/56312/56421/56490/56690/58242/58805/67464/70025/72141/72269/74246/93685/99586",60
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","143/5862","470/28905",0.304255319148936,1.50025588536336,5.51501744810163,9.98508132126978e-08,7.72403646438609e-07,3.07864918774474e-07,"100340/102774/109648/109815/109934/110557/114643/11486/11539/11622/11684/11692/11747/11816/118453/11846/11847/12258/12261/12297/12306/12505/12562/12702/12739/13024/13482/13838/14061/14723/14775/14824/14972/14997/15006/15007/15013/15015/15018/15040/15950/16000/16002/16859/17002/17089/17242/17470/17965/18033/18133/18590/18591/18791/18792/18846/19016/19091/19128/19261/19280/19876/19883/20187/20348/20350/20351/20354/20356/20358/20360/20361/20440/20563/20655/20723/207521/208117/208177/20847/20877/208936/209558/211770/213211/21354/21355/214968/216350/216869/217166/217835/21788/21825/218877/21926/21929/21946/22040/22174/22631/227331/228607/229521/229644/231712/235505/23871/23959/23961/244058/257632/26365/353187/381463/434341/52033/52065/53322/54396/54615/56213/56320/56468/56501/63953/64339/65079/66520/668225/67378/67389/67547/68318/72565/72736/74841/76707/76893/83945/84035/96935/99571",143
"GO:0015850","GO:0015850","organic hydroxy compound transport","104/5862","317/28905",0.32807570977918,1.61771211040041,5.57771386955576,1.00269039265911e-07,7.7470772714934e-07,3.08783280079641e-07,"100705/101488/103161/109731/110355/110460/11303/11307/114679/11606/11816/11826/11828/12161/12306/12389/12491/12495/12613/12801/13132/13645/14419/16009/16179/16416/16535/16889/16971/171429/17869/17918/18145/18430/18546/18718/18799/18830/19016/19224/19247/192663/19339/20503/20519/20618/20652/20750/20778/20788/20845/20963/20981/211323/21333/216225/217265/224132/22433/227446/228983/229521/233979/235283/237636/239273/243328/26365/26367/268860/27083/27403/27404/27410/27801/30931/319508/50873/52014/53322/54219/54393/54525/54670/60510/65970/66508/66925/67963/68299/68585/68682/68943/69071/69847/69863/75750/76205/77371/78896/80721/80879/93759/99031",104
